Gene	Chi^2-statistic of rep3	pvalue of rep3	BH-corrected P-value of rep3	Chi^2-statistic of rep2	pvalue of rep2	BH-corrected P-value of rep2	Chi^2-statistic of rep1	pvalue of rep1	BH-corrected P-value of rep1	Average Chi^2-statistic	Number of detected	combined_pvalue	BH-corrected combined pvalue
LAMA2	3.274490432779759	0.3512089117644659	0.8239273418149496	27.55092340261874	4.512155527032351e-06	0.0001198873088009	4.564165749293241	0.2066377627128557	0.6618161055694247	11.79652652823058	3	5.0854167656703656e-05	0.0006174030108218
ENOX1	20.02818902105489	0.0001674743686743	0.0026807082585144							20.02818902105489	1	0.0001674743686743	0.0018168664308025
NAV3							19.26710217307709	0.0002407419434358	0.0038321877914228	19.26710217307709	1	0.0002407419434358	0.0025170410973734
FAM117B	0.3749134534075137	0.9453746120873148	1.0				24.41071491697249	2.0503069008736005e-05	0.0004271050836305	12.392814185190003	2	0.0003741083540064	0.0037143839514069
PLCG1	12.01980818108466	0.0073156131480094	0.0643505494157015	10.486320643918678	0.0148539797940964	0.1249705610849072	7.279031725139672	0.0635163359741996	0.3396932833612238	9.92838685004767	3	0.0004772105881595	0.0045990343968917
THAP10							16.73316385313213	0.0008018946899372	0.0109559808919368	16.73316385313213	1	0.0008018946899372	0.0074023455960254
LIN28B	10.20609868156586	0.016893064155543	0.124305985512929				12.67017424630587	0.0054069812805213	0.0531459014407753	11.438136463935866	2	0.0008389947781314	0.0077147070384172
KSR1	21.775360672187364	7.264172014267187e-05	0.0012617550955216	0.4313441481560647	0.9336940640435164	1.0	5.06522155818348	0.1670831267087741	0.6002659953156952	9.090642126175636	3	0.001260964662493	0.0109719699293451
ECT2	17.610117431819113	0.0005292633991881	0.0071272155497417	6.811369805121111	0.0781593707224794	0.3821771124569412	2.768964828787558	0.4286343731318673	0.8934515943148086	9.06348402190926	3	0.0013008040819835	0.0112523835182558
PADI2	16.993480457691955	0.0007089277117078	0.0091483161505451	0.9716014392052584	0.8081231087717727	1.0	9.164002491946777	0.027188012875451	0.1880132802944444	9.043028129614664	3	0.0013316176497236	0.0114685933779912
FBXO15	15.160174649094916	0.0016847605738312	0.0192074725111704							15.160174649094916	1	0.0016847605738312	0.0140594874986273
CD177	19.30284010547553	0.0002366777359271	0.0036250257700795				1.639007867101456	0.6505777439831257	0.9922339680754996	10.470923986288492	2	0.0018792751921916	0.0153152509632431
YV009	14.920110139454586	0.0018862087988306	0.0210780535701492							14.920110139454586	1	0.0018862087988306	0.0153611701419918
41160	5.527842869650681	0.1369827572873008	0.5160670636033949	10.276469262408224	0.0163564901106151	0.1320763732172239	10.40123004525254	0.0154460995971414	0.1221689940011408	8.735180725770482	3	0.0018905918988793	0.0153756872106247
GIMAP1	12.92751320784668	0.00479601352991	0.0462617482140616	3.8945057915822767	0.273083235254996	0.7495528071355322	8.378166813612545	0.0388097006674266	0.2423870509296899	8.4000619376805	3	0.0027575358308015	0.0214808044790702
CYCS	7.824684508732608	0.0497773671315484	0.2765152931965737	7.277457398143438	0.0635608572512522	0.3350505582456599	9.985516383077504	0.0186896535803397	0.1417333729193704	8.36255276331785	3	0.0028757284511156	0.022110200867648
NAT14	16.369430520556786	0.0009524044092848	0.0117827786789979	2.017579510910754	0.5687660404403623	0.9506179866472012	6.293171389131108	0.0981860856855436	0.4445598977998405	8.226727140199548	3	0.0033460944006934	0.0250111038484196
CDC42BPA	18.99344420880149	0.0002742535386673	0.0041280108771471	2.3916457818987675	0.4951916524110097	0.9225960484594916	2.7631130217618822	0.4296082218730781	0.8936415940503479	8.049401004154046	3	0.0040730528672094	0.0294760404863842
GPCPD1	2.587955038305658	0.4596050982918731	0.9071003874891888	6.730914547805338	0.0809873785921837	0.3917642470453227	14.696251969220432	0.0020955107351509	0.0246972650554923	8.005040518443808	3	0.0042774678781114	0.0307296826601872
SEC14L6	14.84033242552469	0.0019583066205578	0.0217569453973444	1.228587530214967	0.746156321232102	1.0	7.280750793491342	0.0634677559904758	0.3396128761350834	7.783223583077	3	0.0054569814813327	0.0381375922084866
SLC28A3							12.276504103903488	0.0064935738218161	0.0619029579774643	12.276504103903488	1	0.0064935738218161	0.0439533545752584
PCDHGA4				12.143095641800535	0.0069087095823545	0.0672900864577847				12.143095641800535	1	0.0069087095823545	0.0463915336804898
RNF144B	12.13959658817998	0.006919943579756	0.0620658737536956							12.13959658817998	1	0.006919943579756	0.0464405975202127
